label,content
民生,，有违法所得的，没收违法所得，并可处以不超过违法所得3倍的罚款，但最高不得超过30000元。第三十四条 违反本规定，未经政府人事行政部门授权从事人事代理业务的，由县级以上政府人事行政部门责令立即停办，并处10000元以下罚款；有违法所得的，可处以不超过违法所得3倍的罚款，但最高不得超过30000元；情节严重的，并责令停业整顿。第三十五条 人才中介服务机构违反本规定，超出许可业务范围接受代理业务的，由县级以上政府人事行政部门予以警告，限期改正，并处10000元以下罚款。第三十六条 用人单位违反本规定，以民族、性别、宗教信仰为由拒绝聘用或者提高聘用标准的，招聘不得招聘人员的，以及向应聘者收取费用或采取欺诈等手段谋取非法利益的，由县级以上政府人事行政部门责令改正；情节严重的，并处10000元以下罚款。第三十七条 个人违反本规定给原单位造成损失的，应当承担赔偿责任。第三十八条 用人单位、人才中介服务机构、广告发布者发布虚假人才招聘广告的，由工商行政管理部门依照《广告法》第三十七条处罚。人才中介服务机构超出许可业务范围发布广告、广告发布者为超出许可业务范围或无许可证的中介服务机构发布广告的，由工
民生,外国人在中国就业管理规定第一章 总 则第一条 为加强外国人在中国就业的管理，根据有关法律、法规的规定，制定本规定。第二条 本规定所称外国人，指依照《中华人民共和国国籍法》规定不具有中国国籍的人员。本规定所称外国人在中国就业，指没有取得定居权的外国人在中国境内依法从事社会劳动并获取劳动报酬的行为。第三条 本规定适用于在中国境内就业的外国人和聘用外国人的用人单位。本规定不适用于外国驻华使、领馆和联合国驻华代表机构、其他国际组织中享有外交特权与豁免的人员。第四条 各省、自治区、直辖市人民政府劳动行政部门及其授权的地市级劳动行政部门负责外国人在中国就业的管理。第二章 就业许可第五条 用人单位聘用外国人须为该外国人申请就业许可，经获准并取得《中华人民共和国外国人就业许可证书》(以下简称许可证书)后方可聘用。第六条 用人单位聘用外国人从事的岗位应是有特殊需要，国内暂缺适当人选，且不违反国家有关规定的岗位。用人单位不得聘用外国人从事营业性文艺演出，但符合本规定第九条第三项规定的人员除外。第七条 外国人在中国就业须具备下列条件：(一)年满18周岁，身体健康；(二)具有从事其工作所必需的专业技能和相应的
民生,工作经历；(三)无犯罪记录；(四)有确定的聘用单位；(五)持有有效护照或能代替护照的其他国际旅行证件(以下简称代替护照的证件)。第八条 在中国就业的外国人应持Z字签证入境(有互免签证协议的，按协议办理)，入境后取得《外国人就业证》(以下简称就业证)和外国人居留证件，方可在中国境内就业。未取得居留证件的外国人(即持F、L、C、G字签证者)、在中国留学、实习的外国人及持Z字签证外国人的随行家属不得在中国就业。特殊情况，应由用人单位按本规定规定的审批程序申领许可证书，被聘用的外国人凭许可证书到公安机关改变身份，办理就业证、居留证后方可就业。外国驻中国使、领馆和联合国系统、其他国际组织驻中国代表机构人员的配偶在中国就业，应按《中华人民共和国外交部关于外国驻中国使领馆和联合国系统组织驻中国代表机构人员的配偶在中国任职的规定》执行，并按本条第二款规定的审批程序办理有关手续。许可证书和就业证由劳动部统一制作。第九条 凡符合下列条件之一的外国人可免办就业许可和就业证：(一)由我国政府直接出资聘请的外籍专业技术和管理人员，或由国家机关和事业单位出资聘请，具有本国或国际权威技术管理部门或行业协会确认的高级
民生,技术职称或特殊技能资格证书的外籍专业技术和管理人员，并持有外国专家局签发的《外国专家证》的外国人；(二)持有《外国人在中华人民共和国从事海上石油作业工作准证》从事海上石油作业、不需登陆、有特殊技能的外籍劳务人员；(三)经文化部批准持《临时营业演出许可证》进行营业性文艺演出的外国人。第十条 凡符合下列条件之一的外国人可免办许可证书，入境后凭Z字签证及有关证明直接办理就业证：(一)按照我国与外国政府间、国际组织间协议、协定，执行中外合作交流项目受聘来中国工作的外国人；(二)外国企业常驻中国代表机构中的首席代表、代表。第三章 申请与审批第十一条 用人单位聘用外国人，须填写《聘用外国人就业申请表》 (以下简称申请表)，向其与劳动行政主管部门同级的行业主管部门(以下简称行业主管部门)提出申请，并提供下列有效文件：(一)拟聘用外国人履历证明；(二)聘用意向书；(三)拟聘用外国人原因的报告；(四)拟聘用的外国人从事该项工作的资格证明；(五)拟聘用的外国人健康状况证明；(六)法律、法规规定的其他文件。行业主管部门应按照本规定第六条、第七条及有关法律、法规的规定进行审批。第十二条 经行业主管部门批准后，
民生,用人单位应持申请表到本单位所在地区的省、自治区、直辖市劳动行政部门或其授权的地市级劳动行政部门办理核准手续。省、自治区、直辖市劳动行政部门或授权的地市级劳动行政部门应指定专门机构(以下简称发证机关)具体负责签发许可证书工作。发证机关应根据行业主管部门的意见和劳动力市场的需求状况进行核准，并在核准后向用人单位签发许可证书。第十三条 中央级用人单位、无行业主管部门的用人单位聘用外国人，可直接到劳动行政部门发证机关提出申请和办理就业许可手续。外商投资企业聘雇外国人，无须行业主管部门审批，可凭合同、章程、批准证书、营业执照和本规定第十一条所规定的文件直接到劳动行政部门发证机关申领许可证书。第十四条 获准来中国工作的外国人，应凭许可证书及本国有效护照或能代替护照的证件，到中国驻外使、领馆、处申请Z字签证。凡符合本规定第九条第二项规定的人员，应凭中国海洋石油总公司签发的通知函电申请Z字签证；凡符合第九条第三项规定的人员，应凭文化部的批件申请Z字签证；凡符合本规定第十条第一款规定的人员，应凭合作交流项目书申请Z字签证；凡符合第十条第二项规定的人员，应凭工商行政管理部门的登记证明申请Z字签证。第十五条
民生, 用人单位应在被聘用的外国人入境后15日内，持许可证书、与被聘用的外国人签订的劳动合同及其有效护照或能代替护照的证件到原发证机关为外国人办理就业证，并填写《外国人就业登记表》。就业证只在发证机关规定的区域内有效。第十六条 已办理就业证的外国人，应在入境后30日内，持就业证到公安机关申请办理居留证。居留证件的有效期限可根据就业证的有效期确定。第四章 劳动管理第十七条 用人单位与被聘用的外国人应依法订立劳动合同。劳动合同的期限最长不得超过五年。劳动合同期限届满即行终止，但按本规定第十九条的规定履行审批手续后可以续订。第十八条 被聘用的外国人与用人单位签订的劳动合同期满时，其就业证即行失效。如需续订，该用人单位应在原合同期满前30日内，向劳动行政部门提出延长聘用时间的申请，经批准并办理就业证延期手续。第十九条 外国人被批准延长在中国就业期限或变更就业区域、单位后，应在10日内到当地公安机关办理居留证件延期或变更手续。第二十条 被聘用的外国人与用人单位的劳动合同被解除后，该用人单位应及时报告劳动、公安部门，交还该外国人的就业证和居留证件，并到公安机关办理出境手续。第二十一条 用人单位支付所聘用
民生,外国人的工资不得低于当地最低工资标准。第二十二条 在中国就业的外国人的工作时间、休息、休假劳动安全卫生以及社会保险按国家有关规定执行。第二十三条 外国人在中国就业的用人单位必须与其就业证所注明的单位相一致。外国人在发证机关规定的区域内变更用人单位但仍从事原职业的，须经原发证机关批准，并办理就业证变更手续。外国人离开发证机关规定的区域就业或在原规定的区域内变更用人单位且从事不同职业的，须重新办理就业许可手续。第二十四条 因违反中国法律被中国公安机关取消居留资格的外国人，用人单位应解除劳动合同，劳动部门应吊销就业证。第二十五条 用人单位与被聘用的外国人发生劳动争议，应按照《中华人民共和国劳动法》和《中华人民共和国劳动争议调解仲裁法》处理。第二十六条 劳动行政部门对就业证实行年检。用人单位聘用外国人就业每满1年，应在期满前30日内到劳动行政部门发证机关为被聘用的外国人办理就业证年检手续。逾期未办的，就业证自行失效。外国人在中国就业期间遗失或损坏其就业证的，应立即到原发证机关办理挂失、补办或换证手续。第五章 罚 则第二十七条 对违反本规定未申领就业证擅自就业的外国人和未办理许可证书擅自聘用外国
民生,人的用人单位，由公安机关按《中华人民共和国外国人入境出境管理法实施细则》第四十四条处理。第二十八条 对拒绝劳动行政部门检查就业证、擅自变更用人单位、擅自更换职业、擅自延长就业期限的外国人，由劳动行政部门收回其就业证，并提请公安机关取消其居留资格。对需该机关遣送出境的，遣送费用由聘用单位或该外国人承担。第二十九条 对伪造、涂改、冒用、转让、买卖就业证和许可证书的外国人和用人单位，由劳动行政部门收缴就业证和许可证书，没收其非法所得，并处以1万元以上10万元以下的罚款；情节严重构成犯罪的，移送司法机关依法追究刑事责任。第三十条 发证机关或者有关部门的工作人员滥用职权、非法收费、徇私舞弊，构成犯罪的，依法追究刑事责任；不构成犯罪的，给予行政处分。第六章 附 则第三十一条 中国的台湾和香港、澳门地区居民在内地就业按《台湾和香港、澳门居民在内地就业管理规定》执行。第三十二条 外国人在中国的台湾和香港、澳门地区就业不适用本规定。第三十三条 禁止个体经济组织和公民个人聘用外国人。第三十四条 省、自治区、直辖市劳动行政部门可会同公安等部门依据本规定制定本地区的实施细则，并报劳动部、公安部、外交部、对外贸
民生,外商投资职业介绍机构设立管理暂行规定第一条 为规范外商投资职业介绍机构的设立，保障求职者和用人单位的合法权益，根据有关法律、法规，制定本规定。第二条 本规定所称外商投资职业介绍机构，是指全部或者部分由外国投资者投资，依照中国法律在中国境内经登记、许可设立的职业介绍机构。第三条 劳动保障行政部门、外经贸行政部门和工商行政管理部门在各自职权范围内负责外商投资职业介绍机构的审批、登记、管理和监督检查工作。设立外商投资职业介绍机构应当到企业住所地国家工商行政管理总局授权的地方工商行政管理局进行登记注册后，由县级以上人民政府劳动保障行政部门（以下简称县级以上劳动保障行政部门）批准。外国企业常驻中国代表机构和在中国成立的外国商会不得在中国从事职业介绍服务。第四条 外商投资职业介绍机构应当依法开展经营活动，其依法开展的经营活动受中国法律保护。第五条 外商投资职业介绍机构可以从事下列业务：（一）为中外求职者和用人单位、居民家庭提供职业介绍服务；（二）提供职业指导、咨询服务；（三）收集和发布劳动力市场信息；（四）举办职业招聘洽谈会（五）根据国家有关规定从事互联网职业信息服务；（六）经县级以上劳动保障行政
民生,部门核准的其他服务项目。外商投资职业介绍机构介绍中国公民出境就业和外国企业常驻中国代表机构聘用中方雇员按照国家有关规定执行。第六条 拟设立的外商投资职业介绍机构应当具有一定数量具备职业介绍资格的专职工作人员，有明确的业务范围、机构章程、管理制度，有与开展业务相适应的固定场所、办公设施。第七条 设立外商投资职业介绍机构，应当依法到拟设立企业住所所在地国家工商行政管理总局授权的地方工商行政管理局申请登记注册，领取营业执照。第八条 外商投资职业介绍机构应当到县级以上劳动保障行政部门提出申请，并提交下列材料：（一）设立申请书；（二）机构章程和管理制度草案；（三）拟任专职工作人员的简历和职业资格证明；（四）住所使用证明；（五）拟任负责人的基本情况、身份证明；（六）工商营业执照（副本）；（七）法律、法规规定的其他文件。第九条 县级以上劳动保障行政部门应当在接到申请之日起20个工作日内审核完毕。批准同意的，发给职业介绍许可；不予批准的，应当通知申请者。第十条外商投资职业介绍机构设立分支机构，应当自工商登记办理完毕之日起15日内，书面报告劳动保障行政部门。第十一条 外商投资职业介绍机构的管理适用《就业
民生,事业单位公开招聘违纪违规行为处理规定第一章 总 则第一条 为加强事业单位公开招聘工作管理，规范公开招聘违纪违规行为的认定与处理，保证招聘工作公开、公平、公正，根据《事业单位人事管理条例》等有关规定，制定本规定。第二条 事业单位公开招聘中违纪违规行为的认定与处理，适用本规定。第三条 认定与处理公开招聘违纪违规行为，应当事实清楚、证据确凿、程序规范、适用规定准确。第四条 中央事业单位人事综合管理部门负责全国事业单位公开招聘工作的综合管理与监督。各级事业单位人事综合管理部门、事业单位主管部门、招聘单位按照事业单位公开招聘管理权限，依据本规定对公开招聘违纪违规行为进行认定与处理。第二章 应聘人员违纪违规行为处理第五条 应聘人员在报名过程中有下列违纪违规行为之一的，取消其本次应聘资格：（一）伪造、涂改证件、证明等报名材料，或者以其他不正当手段获取应聘资格的；（二）提供的涉及报考资格的申请材料或者信息不实，且影响报名审核结果的；（三）其他应当取消其本次应聘资格的违纪违规行为。第六条 应聘人员在考试过程中有下列违纪违规行为之一的，给予其当次该科目考试成绩无效的处理：（一）携带规定以外的物品进入考场且
民生,未按要求放在指定位置，经提醒仍不改正的；（二）未在规定座位参加考试，或者未经考试工作人员允许擅自离开座位或者考场，经提醒仍不改正的；（三）经提醒仍不按规定填写、填涂本人信息的；（四）在试卷、答题纸、答题卡规定以外位置标注本人信息或者其他特殊标记的；（五）在考试开始信号发出前答题，或者在考试结束信号发出后继续答题，经提醒仍不停止的；（六）将试卷、答题卡、答题纸带出考场，或者故意损坏试卷、答题卡、答题纸及考试相关设施设备的；（七）其他应当给予当次该科目考试成绩无效处理的违纪违规行为。第七条 应聘人员在考试过程中有下列严重违纪违规行为之一的，给予其当次全部科目考试成绩无效的处理，并将其违纪违规行为记入事业单位公开招聘应聘人员诚信档案库，记录期限为五年：（一）抄袭、协助他人抄袭的；（二）互相传递试卷、答题纸、答题卡、草稿纸等的；（三）持伪造证件参加考试的；（四）使用禁止带入考场的通讯工具、规定以外的电子用品的；（五）本人离开考场后，在本场考试结束前，传播考试试题及答案的；（六）其他应当给予当次全部科目考试成绩无效处理并记入事业单位公开招聘应聘人员诚信档案库的严重违纪违规行为。第八条 应聘人员有
民生,下列特别严重违纪违规行为之一的，给予其当次全部科目考试成绩无效的处理，并将其违纪违规行为记入事业单位公开招聘应聘人员诚信档案库，长期记录：（一）串通作弊或者参与有组织作弊的；（二）代替他人或者让他人代替自己参加考试的；（三）其他应当给予当次全部科目考试成绩无效处理并记入事业单位公开招聘应聘人员诚信档案库的特别严重的违纪违规行为。第九条 应聘人员应当自觉维护招聘工作秩序，服从工作人员管理，有下列行为之一的，终止其继续参加考试，并责令离开现场；情节严重的，按照本规定第七条、第八条的规定处理；违反《中华人民共和国治安管理处罚法》的，交由公安机关依法处理；构成犯罪的，依法追究刑事责任：（一）故意扰乱考点、考场以及其他招聘工作场所秩序的；（二）拒绝、妨碍工作人员履行管理职责的；（三）威胁、侮辱、诽谤、诬陷工作人员或者其他应聘人员的；（四）其他扰乱招聘工作秩序的违纪违规行为。第十条 在阅卷过程中发现应聘人员之间同一科目作答内容雷同，并经阅卷专家组确认的，给予其当次该科目考试成绩无效的处理。作答内容雷同的具体认定方法和标准，由中央事业单位人事综合管理部门确定。应聘人员之间同一科目作答内容雷同，并有其
民生,他相关证据证明其违纪违规行为成立的，视具体情形按照本规定第七条、第八条处理。第十一条 应聘人员在体检过程中弄虚作假或者隐瞒影响聘用的疾病、病史的，给予其不予聘用的处理。有请他人顶替体检以及交换、替换化验样本等严重违纪违规行为的，给予其不予聘用的处理，并将其违纪违规行为记入事业单位公开招聘应聘人员诚信档案库，记录期限为五年。第十二条 应聘人员在考察过程中提供虚假材料、隐瞒事实真相或者有其他妨碍考察工作的行为，干扰、影响考察单位客观公正作出考察结论的，给予其不予聘用的处理；情节严重、影响恶劣的，将其违纪违规行为记入事业单位公开招聘应聘人员诚信档案库，记录期限为五年。第十三条 应聘人员聘用后被查明有本规定所列违纪违规行为的，由招聘单位与其解除聘用合同、予以清退，其中符合第七条、第八条、第十一条、第十二条违纪违规行为的，记入事业单位公开招聘应聘人员诚信档案库。第十四条 事业单位公开招聘应聘人员诚信档案库由中央事业单位人事综合管理部门统一建立，纳入全国信用信息共享平台，向招聘单位及社会提供查询，相关记录作为事业单位聘用人员的重要参考，管理办法另行制定。第三章 招聘单位和招聘工作人员违纪违规行为处
民生,理第十五条 招聘单位在公开招聘中有下列行为之一的，事业单位主管部门或者事业单位人事综合管理部门应当责令限期改正；逾期不改正的，对直接负责的主管人员和其他直接责任人员依法给予处分：（一）未按规定权限和程序核准（备案）招聘方案，擅自组织公开招聘的；（二）设置与岗位无关的指向性或者限制性条件的；（三）未按规定发布招聘公告的；（四）招聘公告发布后，擅自变更招聘程序、岗位条件、招聘人数、考试考察方式等的；（五）未按招聘条件进行资格审查的；（六）未按规定组织体检的；（七）未按规定公示拟聘用人员名单的；（八）其他应当责令改正的违纪违规行为。第十六条 招聘工作人员有下列行为之一的，由相关部门给予处分，并停止其继续参加当年及下一年度招聘工作：（一）擅自提前考试开始时间、推迟考试结束时间及缩短考试时间的；（二）擅自为应聘人员调换考场或者座位的；（三）未准确记录考场情况及违纪违规行为，并造成一定影响的；（四）未执行回避制度的；（五）其他一般违纪违规行为。第十七条 招聘工作人员有下列行为之一的，由相关部门给予处分，并将其调离招聘工作岗位，不得再从事招聘工作；构成犯罪的，依法追究刑事责任：（一）指使、纵容他人作
民生,弊，或者在考试、考察、体检过程中参与作弊的；（二）在保密期限内，泄露考试试题、面试评分要素等应当保密的信息的；（三）擅自更改考试评分标准或者不按评分标准进行评卷的；（四）监管不严，导致考场出现大面积作弊现象的；（五）玩忽职守，造成不良影响的；（六）其他严重违纪违规行为。第四章 处理程序第十八条 应聘人员的违纪违规行为被当场发现的，招聘工作人员应当予以制止。对于被认定为违纪违规的，要收集、保存相应证据材料，如实记录违纪违规事实和现场处理情况，当场告知应聘人员记录内容，并要求本人签字；对于拒绝签字或者恶意损坏证据材料的，由两名招聘工作人员如实记录其拒签或者恶意损坏证据材料的情况。违纪违规记录经考点负责人签字认定后，报送组织实施公开招聘的部门。第十九条 对应聘人员违纪违规行为作出处理决定前，应当告知应聘人员拟作出的处理决定及相关事实、理由和依据，并告知应聘人员依法享有陈述和申辩的权利。作出处理决定的部门对应聘人员提出的事实、理由和证据，应当进行复核。对应聘人员违纪违规行为作出处理决定的，应当制作公开招聘违纪违规行为处理决定书，依法送达被处理的应聘人员。第二十条 应聘人员对处理决定不服的，可以
科技,中共北京市委 北京市人民政府关于印发《北京市“十四五”时期国际科技创新中心建设规划》的通知PDF格式下载字号：大中小各区委、区政府，市委各部委办，市各国家机关，各国有企业，各人民团体，各高等院校：现将《北京市“十四五”时期国际科技创新中心建设规划》印发给你们，请结合实际认真贯彻落实。中共北京市委北京市人民政府2021年11月3日目录一、把握国际科技创新中心新使命(一)形势需求(二)发展基础二、开启国际科技创新中心建设新征程(一)总体思路(二)发展原则(三)发展目标三、强化战略科技力量，加速提升创新体系整体效能(一)构建国家实验室体系(二)加速北京怀柔综合性国家科学中心建设(三)持续建设世界一流新型研发机构(四)充分发挥高水平高校院所基础研究主力军作用(五)积极构建科技领军企业牵头的创新联合体四、加强原创性引领性科技攻关，勇担关键核心技术攻坚重任(一)支持原创性基础研究(二)推动重点领域前沿技术引领(三)突破重点领域关键核心技术(四)推动其他前沿领域布局(五)适应科学研究范式变革趋势五、聚焦“三链”融合，加速培育高精尖产业新动能(一)支撑“双发动机”产业领先发展(二)支撑“先进智造”产业
科技,创新发展(三)开展未来产业前瞻布局(四)推动科技服务业跨越发展(五)促进科技成果转移转化(六)构建充满活力的产业生态六、构建新技术全域应用场景，支撑国际一流的和谐宜居之都建设(一)加快打造全球经济标杆城市(二)提升智慧城市建设水平(三)强化碳减排碳中和科技创新(四)构建公共卫生安全科研攻关体系(五)推动文化与科技融合发展(六)实施科技冬奥专项计划七、优化提升重点区域创新格局，辐射带动全国高质量发展(一)加快建设“三城一区”主平台(二)加快建设中关村国家自主创新示范区主阵地(三)推进京津冀协同创新共同体建设(四)加强对全国创新驱动引领作用八、激发人才创新活力，加快建设世界重要人才中心和创新高地(一)增强国际化人才吸引力度(二)加大青年人才等创新型人才培养力度(三)“破四唯”和“立新标”并举加快人才评价制度改革(四)营造良好人才发展环境九、构建开放创新生态，走出主动融入全球创新网络新路子(一)打造具有首都特色的开放创新合作机制(二)探索符合新形势新要求的国际合作新路径(三)构建高质量的开放创新环境十、深化科技体制改革，引领推动支持全面创新的基础制度建设(一)把中关村打造成为科技自立自强、高
科技,质量发展的引领区(二)深化政府科技管理改革(三)充分发挥金融对科技支撑作用(四)优化惠及创新主体的营商环境(五)加强科研诚信体系和作风学风建设十一、保障措施(一)组织保障(二)政策保障(三)条件保障(四)组织实施北京市“十四五”时期国际科技创新中心建设规划“十四五”时期是我国开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军的第一个五年，也是北京落实首都城市战略定位、提高“四个服务”水平、率先探索构建新发展格局的关键时期。北京作为首都，将胸怀两个大局，自觉站在“国之大者”高度，坚持首善标准，瞄准国际一流，加快打造世界主要科学中心和创新高地，率先建成国际科技创新中心，为实现高水平科技自立自强和建设科技强国提供战略支撑。本规划依据《中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要》《北京市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要》和国家中长期科学和技术发展规划(2021-2035年)、“十四五”国家科技创新规划编制，紧密衔接《北京城市总体规划(2016年-2035年)》《“十四五”北京国际科技创新中心建设战略行动计划》，是指导北京国际科
科技,技创新中心建设的发展蓝图和行动纲领。本规划实施期限为2021至2025年。一、把握国际科技创新中心新使命(一)形势需求从国际看，当今世界正经历百年未有之大变局，创新是推动经济社会发展、应对人类共同挑战的决定性因素，围绕科技制高点的竞争空前激烈。科技创新正在进入大科学时代，科技发展呈现出多源爆发、交汇叠加的“浪涌”现象，量子信息、人工智能、生命科学等前沿领域加速突破，科学研究范式发生深刻变革，科研活动的复杂程度大幅提升，国家成为重大科技创新的组织者。科技与产业加速融合，科研、生产、市场转化过程一体化现象明显，经济强势崛起。新冠肺炎疫情影响广泛深远，加剧全球形势不确定性，更加凸显抢抓新科技革命先机和实现高水平科技自立自强的重要性。从国内看，党的十九届五中全会提出坚持创新在我国现代化建设全局中的核心地位，把科技自立自强作为国家发展的战略支撑。畅通国内国际双循环，保障创新链、产业链、供应链安全稳定，实现碳达峰、碳中和目标，比以往任何时候都更加需要科学技术解决方案，更加需要增强创新这个第一动力。进入新发展阶段，党中央明确了支持北京形成国际科技创新中心的战略任务，市委、市政府提出了打造国际科技创新
科技,中心新引擎。北京作为全国首个减量发展的城市，创新发展是唯一出路。率先构建新发展格局，需加强“五子”联动，关键要落好国际科技创新中心建设这个“第一子”，在危机中育先机、于变局中开新局，以数字化、网络化、智能化融合发展为契机，积极探索首都高质量发展有效路径。(二)发展基础2014年以来，北京坚持和强化“四个中心”功能建设，全面实施创新驱动发展战略，科技创新中心建设取得显著成效，在《国际科技创新中心指数2021》中位列第四，展现出蓄势待发、奋楫争先之势，国际科技创新中心率先建成的重要窗口期已开启。科技创新综合实力显著增强。全市研发经费支出占地区生产总值比重保持在6%左右，在国际创新城市中名列前位。支持开展数学、物理、生命科学等领域自主探索，基础研究投入占比从2014年的12.6%提升至2019年的15.9%。累计获得国家科技奖项占全国30%左右。每万人发明专利拥有量是全国平均水平的10倍。科研产出连续三年蝉联全球科研城市首位。涌现出马约拉纳任意子、新型基因编辑技术、“天机芯”、量子直接通信样机等一批世界级重大原创成果。科技创新对北京高质量发展支撑作用显著增强。发布高精尖产业“10+3”政策，
科技,打造新一代信息技术和医药健康“双发动机”。出台促进北京经济高质量发展的若干意见及“五新”行动方案。发布三批60项重大应用场景，加速前沿技术迭代升级。“十三五”时期技术合同成交额超2.5万亿元，同比增长超80%。中关村国家自主创新示范区企业总收入较“十二五”末增长80%，对全市经济增长贡献率近40%。围绕人民生命健康，强化科研攻关，在分子靶向药物、免疫治疗药物等领域达到国际先进水平，贡献全国数量最多的源头创新品种。新冠肺炎疫苗研发始终居于国际第一梯队，为科技抗疫贡献“北京力量”。在创新型国家建设中的地位显著增强。发挥社会主义市场经济条件下新型举国体制优势，举全市之力筹建国家实验室。北京怀柔综合性国家科学中心建设进入快车道，规划建设5个大科学装置和13个交叉研究平台。出台《北京市支持建设世界一流新型研发机构实施办法(试行)》，设立量子信息、人工智能等一批前沿领域新型研发机构，持续探索新体制新机制，形成一批引领原始创新的战略科技力量。“十三五”期间在京单位牵头承担的国家重大科技项目立项数量和经费投入均居全国首位，覆盖全部民口专项，为“天问一号”“嫦娥五号”“怀柔一号”“奋斗者号”等重大成果提
科技,供有力支撑。科技创新战略布局显著增强。系统推进“三城一区”主平台、中关村国家自主创新示范区主阵地建设。紧紧围绕聚焦、突破、搞活、升级，高标准编制实施“三城一区”规划，中关村科学城在全国乃至世界新经济发展中形成引领态势，怀柔科学城初步形成重大科技基础设施集群，未来科学城开放搞活明显提升，北京经济技术开发区产业主阵地地位更加稳固。持续推进中关村国家自主创新示范区统筹发展，为国际科技创新中心建设注入强大动力。加快建设京津冀协同创新共同体，实施“一带一路”科技创新北京行动计划，中关村论坛、联合国教科文组织创意城市北京峰会等国际品牌效应已经形成。创新生态环境优化显著增强。中关村国家自主创新示范区改革创新“试验田”作用持续发挥，推动实施科技成果“三权”改革等政策先行先试。深化科技奖励制度改革，出台促进科技成果转化条例、“科创30条”、“科研项目和经费管理28条”等系列法规政策。出台实施“人才五年行动计划”，落实和实施中关村国际人才20条出入境政策和外籍人才绿卡直通车、积分评估等政策，集聚培养一批战略科技领军人才。国家服务业扩大开放综合示范区、中国(北京)自由贸易试验区落地。北京在2021年全球创业
科技,生态系统指数报告中位列世界城市第三，连续两年位居中国营商环境评价第一。同时，面对国内外复杂形势，国际科技创新中心建设也面临困难与不足：原始创新能力有待增强，顶尖人才和团队仍然缺乏，产业发展支撑反哺科技创新能力不足；全球视野谋划开放创新仍需进一步加强，市场化、法治化、国际化的创新环境需进一步优化；有利于全面创新的基础制度有待完善，科技治理能力和治理水平仍需进一步提升。二、开启国际科技创新中心建设新征程(一)总体思路以习近平新时代中国特色社会主义思想为指导，深入贯彻党的十九大和十九届二中、三中、四中、五中全会精神，立足新发展阶段、贯彻新发展理念、构建新发展格局，深入落实创新驱动发展战略、京津冀协同发展战略和科技北京战略，面向世界科技前沿、面向经济主战场、面向国家重大需求、面向人民生命健康，以推动首都高质量发展为主线，以科技创新和体制机制创新为动力，以“三城一区”为主平台，以中关村国家自主创新示范区为主阵地，着力打好关键核心技术攻坚战，培育高精尖产业新动能，着力强化战略科技力量，提升基础研究和原始创新能力，着力构建开放创新生态，建设全球人才高地，着力提升科技治理能力和治理水平，推动支持全面创
科技,新的基础制度建设，率先建成国际科技创新中心，为建设国际一流的和谐宜居之都、实现高水平科技自立自强和科技强国建设提供强大支撑。(二)发展原则坚持使命引领、自立自强。坚持创新在现代化建设全局中的核心地位，把科技自立自强作为首都高质量发展的战略支撑。将构建国家战略科技力量作为发展基点，推进基础研究和原始创新，突破“卡脖子”技术，以经济驱动高质量发展。坚持集智攻关、协同突破。发挥新型举国体制优势，抓重大、抓尖端、抓基本、抓系统布局、抓跨界集成，支持跨学科、跨领域深度协同攻关。协调各方面力量，努力形成国际科技创新中心建设整体优势。坚持先行先试、服务为本。充分发挥中关村改革创新“试验田”作用，突出问题导向和需求导向，瞄准产学研深度融合等方面最紧迫的制约障碍，坚持有效市场和有为政府相结合，大胆试、大胆闯，下大力气予以破除解决。围绕人才第一资源以及各类创新主体发展需求，提高精准服务、深度服务、优质服务的能力和水平。坚持“五子”联动、一体推进。强化系统发展理念，坚持前瞻性谋划、全局性设计、战略性布局、整体性推进。强化国际科技创新中心建设“第一子”地位，加强与“两区”建设、全球经济标杆城市建设、以供给侧结
科技,构性改革创造新需求、京津冀协同发展联动，形成正向叠加效应。(三)发展目标到2025年，北京国际科技创新中心基本形成，建设成为世界主要科学中心和创新高地。“科学中心”建设取得新进展。以国家实验室、国家重点实验室、综合性国家科学中心、新型研发机构、高水平高校院所以及科技领军企业为主体的战略科技力量体系化布局基本形成。全社会研发经费支出占地区生产总值比重保持在6%左右。基础研究学科布局与研发布局实现优化，基础研究经费占全社会研发经费比重达到17%左右，力争在核心领域取得重要技术突破和引领性原创发现，为有效解决重点领域关键“卡脖子”技术的突破提供源头支撑。高被引科学家数量当年达到210人次左右，顶级科技奖项获奖人数显著增加，世界一流大学数量质量实现双提升。“创新高地”建设实现新突破。在人工智能、量子信息、生物技术等前沿技术领域实现全球领先水平，突破一批“卡脖子”技术。高精尖产业不断壮大，高成长、高潜力的未来产业加速培育。高技术产业增加值当年超过1.2万亿元，经济增加值年均增速保持在7.5%左右。培育形成一批具有全球影响力的科技领军企业，独角兽企业数量保持世界城市首位，隐形冠军企业数量大幅增加。
