index,cols,sentiment_score,情绪
1774,风景优美，四季都有不同的景色，值得一去,0.962580666320893,正
1775,名声在外，其实不过尔尔。尤其作为旅游景点，就是坐20公里车，下车拍几张照片，再做20公里车回去。没有自由、没有空间&hellip;&hellip;,0.07119535144117825,负
1777,空气极好风景极美非常值得一来不要犹豫了,0.8194575877577047,正
1778,这个地方好，空气好清新的地方，景色真美,0.979873276236874,正
1779,我去过这里，不过，我高反了，差点死了！,0.003710722115248472,负
1780,和大自然完美接触，景色宜人，天然氧吧,0.972156291363371,正
1781,美的景色，能带给你美的享受，美的心情,0.9998026134929329,正
1782,比较具有异域特色的公园，景色很不错！,0.9973776386763146,正
1783,人间仙境，太美了，我感觉秋天是最美的,0.5806684336398258,中
1784,景色宜人，仿佛进入天堂，非常值得再去,0.9026902762277074,正
1785,我国第一个国家公园，有许多珍贵植物。,0.8777763303172302,正
1786,这里风景优美，空气清新，景色迷人。,0.8337309623202273,正
1788,【景色】不错【趣味】不错【性价比】,0.0313195321341301,负
1789,不错的样子，可以推荐给别的人的去。,0.9974737758145095,正
1790,太美了，好喜欢这里，天好蓝，云好白,0.9973523882125394,正
1791,热门旅游目的地，可以去看一看玩一玩,0.9864083820100871,正
1792,很大很大，东边日出 西边下雨的那种大,0.001345562498016612,负
1793,有山有水，景色优美，空气也很清新。,0.9668893498181198,正
1794,【景色】宜人，高原湖畔，特别好看,0.5301255680855965,中
1795,普达措国家公园景色很美性价比超高,0.9916447135982944,正
1796,普达措国家公园景色超棒，强烈推荐,0.5239084316382704,中
1798,这个地方景色很好看，很好看就是海,0.9999822488374784,正
1799,不错的一个景区，生态原始，挺好。,0.9773020325529816,正
1800,风景优美，气候舒适，值得推荐。,0.9978831899295153,正
1801,大大的一个公园，必须要去一次！,0.4666579852255817,中
1802,不错、，。特别好看、，。不错。,0.9872067685683831,正
1803,普达措公园还是比较大的 景色很美,0.9746512705781621,正
1804,远方的远方，还不错还可以的地方,0.9899911556206922,正
1805,普达措国家公园非常美 值得一去哦,0.999991964738649,正
1806,赶上下雪，很美，不愧是知名景点,0.9810307462921518,正
1807,这里太好了，流连忘返值得再去。,0.8318112846758601,正
1808,绝美的地方，空气绝对好没有疫情,0.8423119541762643,正
1809,这里的景色真的非常好看，值得去,0.9896477676469986,正
1810,高原国家公园，景色秀丽，山清水秀，而且动植物众多，很值得一看。,0.6213037862512089,中
1813,【景色】这里景色太美了，这个公园比较原生态！【趣味】约上几位好友，在这里留点纪念【性价比】性价比是可以,0.4976609764907763,中
1815,自然景色非常好，可惜有一个景点没开,0.9925838018849351,正
1816,景色确实很值得信赖和好评，环境优美让人感到自然的美好,0.9897565814823674,正
1817,普达措国家森林公园风景特别优美，感觉天地合在一起。,0.9855750332537558,正
1819,景色不错，湖边的栈道转转。其实高原湖泊都很类似。,0.6986893131551478,正
1820,去过一次，感觉还是很震撼，冰川河流倒影，完美,0.9731829588856997,正
1821,漂亮漂亮的地方，景色秀丽美丽迷人魅力十足哦,0.9999932291926189,正
1822,好(▼皿▼#)好(▼皿▼#)好(▼皿▼#),0.9785372646853047,正
1823,普达措国家公园很美很原始，可惜只开放一半,0.8324838719977912,正
1828,好玩的地方，美丽的风景，一定要去看看,0.9999298943250439,正
1829,普达措国家公园 不错的地方 值得一去！,0.9920440725539729,正
1830,普达措国家公园，去了迪庆一定要去,0.9484988826598515,正
1831,值得去看看风景秀丽环境很不错哦,0.9999998673973294,正
1832,很原始很美，可惜只开放了一小半,0.9989928462708899,正
1834,环境很好，都是自然景观，来的这天正好下着小雪，很不错，人非常少，不会像别的景区那么多人，这点很好。这个时期也不是旺季，人少,0.7793468497467799,正
1836,虽然没有蓝天白云，景色谦逊，但是空气超级好，干净凌冽，我们都大口大口地吸着，贪恋这清新的空气。五个人在木栈道上向右走，五头牦牛在下面向左走，各行其道，井然有序~还有湖中各自的倒影，构成一副奇特的画卷。,0.24630668144589143,负
1837,这里真是太美了 简直就是天堂啊 热带的雨林 空气非常的好 里面植物特别的多 花特别的好看 而且人也很漂亮 很有异域风情 吃的好吃,0.9625382687526233,正
1839,"I have experienced rude staff before, but I have never been harassed by staff before in my life. I was by the lake entrance and the staff kept yelling &ldquo;Harry Potter&rdquo; at me over and over again. Im a white guy with glasses. I ignored them, but they wouldn&rsquo;t stop. Extremely disrespectful and unprofessional!",0.7673332099300811,正
1840,好多人出口处的在封闭空间里吸烟，桌子上还有烟灰缸，想问问在景区的封闭空间里居然是可以的吗？真的很呛，本来呼吸就不是很畅快，体验很差,0.15712727702715973,负
1842,很无趣 性价比极低 就跟逛公园差不多,0.9978318359955705,正
1843,玩过最垃圾的景点，游玩5分钟，排队3小时，而且是人还不多，车子很多，但是就不开,0.2260166632147157,负
1844,如果您是坐飞机来的，里面高原湖泊还值得一看，不过，138元太黑了。对于从成都318转214的游客，路上的不收费的景色，要比这里好的很多。附图是路上随拍。,0.8248286802335844,正
1845,这个季节啥也没有 就一个湖 好多山,0.1173306684253544,负
1846,【景色】我11月去的，没什么看的。草树全都枯萎了，其它季节还可以吧！但是景色真的一般，和西藏新疆的景色没的可比性。【性价比】性价比不高，去景区的路在修。能把人给颠散架了。不建议去。,0.4934132849630965,中
1847,景色很美但是景区停车场乱收停车费，去过很多景区都不收停费，,0.91311723279146,正
1848,风景无聊 普通！行程冗长（就只是沿湖步行，问题是风景一般，还要走回头路？）人山人海，管理垃圾。被小红书骗来的。浪费我一天时间。,0.37214852240851964,中
1850,非常失望，这个景色真的不值得138的门票，感觉自驾路上很多风景都比这个好，湖水有点浑浊，沿着栈道也并没有看到很多动物，卫生间也不是很干净，实在不明白为什么评分这么高，非常后悔来,0.5380581156284083,中
1851,普达措，太差劲了，地方很大，但真正的景区很小。坐园内大巴几十分钟到景区，根本就没啥看的。出园区又得排几十分钟才能排上大巴。出门的地方又是绕不完的卖东西的。特别说明下，门票55，但是进去有个大巴票70元的，这个必买的，要不然没法玩。还是个可选自费船票50元。太坑了。,0.5150162276632021,中
1852,中国景区的缩影，门票55，摆渡车70，进来装模做样一个导游，带你玩，结果来你带你去买祈福牌，会面就不管你了。这个景色在大多数城市都有，不联系来！,0.9044529183573291,正
1853,只开放一个景区，碧塔海也就是看个边角。景区坐大巴，算是强制买票138元。景色是不错，但感觉不值。,0.7664917028510208,正
1854,垃圾景区，一塘死水，非常不推荐，又贵又坑，还不如我家水库,0.8362288990466575,正
1855,又贵又远能走的地方又很短 5月份这个季节又没有景色还多云??什么都拍不出来 纯纯滤镜战士 路上还有很多高反的人,0.638190176729072,中
1856,景色不错，大家都累坏了想马上下山，结果太难了，起步暴晒半小时，也等不到下山的车。而且群体聚集，防控不力！,0.1798962085770808,负
1857,垃圾地方，服务景区热水都没有；景区光突突，破烂停车场还***收钱，**想钱想疯了,0.17397920056637042,负
1858,太差劲了，地方很大，但真正的景区很小。坐园内大巴几十分钟到景区，根本就没啥看的。出园区又得排几十分钟才能排上大巴。出门的地方又是绕不完的卖东西的。特别说明下，门票55，但是进去有个大巴票70元的，这个必买的，要不然没法玩。还是个可选自费船票50元。太坑了。,0.5115180712466159,中
1859,去了后悔，不去仍后悔的那种。。,0.10671480518234096,负
1862,138元的景点门票＋车票，但好多个景点不开放，我们有东西落在碧塔海，想回去找，工作人员告知：你们只有另买船票返回碧塔海。这样的服务让人太无语。,0.06539090527298709,负
1864,三个景点除了第二个就没什么玩的，第三个碧塔海走过去只能远观看看，走进去的栈道被封了，不给开放没有提前告知不值得这个价，坑坑坑,0.6267385226766465,中
1865,真挺不值得因为去的时候 地上全是马粪 然后天气非常不好 景色非常不好看 而且基本上没什么景色 跟公园似的 钱花的图比 不让抽烟 后来还以为上车去第二个景点 结果直接出去了 有这时间建议去别的地方逛 别来这,0.759976319641387,正
1868,毁了一辆车，路况想象不到的差，景色不如其他不收费的景区，就是进去坐公交车而已，千万不要上当了！,0.02369085691309006,负
1869,很差，景色一般，性价比很低,0.881530449686223,正
1870,垃圾！打电话问防疫要求，电话里说48小时核酸，到了门口说要24小时。  态度还恶劣的很。,0.01057390068222024,负
1872,景区没有电瓶车，只需要买最便宜的门票就可以，这个包含电瓶车的门票就是骗人的,0.8548468256254392,正
1873,唉，景色是挺美的。但请大家做好排队等车的心理准备。我告诉你们，只要一进去，你就必须得坐他的观光缆车。而且很多没素质的人各种插队。并且车也很少，要等很久很久，我们都等了两个小时了，快要等下雨了。,0.31860447038733386,负
1874,服务不到位，景点不多，等太久。,0.9067611914062689,正
1875,属都湖等车等了很长时间、说不超过二十分钟、保安还非常不礼貌、半小时没有一张车,0.3548820775766475,中
1877,看介绍很好 实际垃圾景区 票价高 里面还有小交通 工作人员态度差 恶意拖延时间 导游都是实习生 普通话都讲不全。不建议来 没有5个小时这个景区出不来 实景时间都在等车 浪费时间,0.41751169533420357,中
1878,除了屎什么都没有 到处都是秃秃的,0.0006755972311376954,负
1881,进去景点上了车，才说只开放属都湖，其他地方都说要保养没有开。90块钱就走了1个小时，很差的体会，被骗了！难怪没有人来这里,0.037505968312474644,负
1883,大巴路线规划不合理，走回头路。车子很晕,0.674342991537577,正
1884,体验不好，风景很一般，三个景点只开了一个，就一个湖水不清澈。管理水平不行，下小雨人多，发车还少等了有四五十分钟，开车这么久过来很后悔。,0.9305557703697934,正
1886,【浪费时间】【浪费钱】景色一般，可玩性低，性价比低，有待改进，整个公园开放的就只有属都湖环湖半圈的栈道，别相信网红写的那些文章，就这小破湖还敢收100门票，这还叫国家公园？还不如开车环纳帕海几多自由！另外说动物多的我不知道怎么才能看得到，我反正全程看到三匹马四头猪。***景区，浪费时间的地方。,0.14028877718923172,负
1887,真是不太值得去，跟家门口随便一个普通公园差不多，不去可惜，去了后悔，完全没有啥好看的!超级无聊,0.36687044620496834,中
1888,没什么东西踩,0.24818377596549202,负
1889,公园面积很大，山高水平景色不错，空气清新，游客不多，趣味性一般,0.42323432796501936,中
1890,哎 怎么说 风景很好 很适合摄影爱好者 但没有任何游客体验 就是走！一直走！全程要走的地方太多 不走就要一个地方自费50去坐船 3个地方就是150 门票245 里面包含130的车费 问题是全程都走下来的 车费哪里需要130？几段路下来晒脱伤了皮 景色还不错 但对于已经看了好几天风景的人来说 并无新意 心塞,0.7589067444179811,正
1891,不推荐来玩主要是绝大部分景区因环保被迫关闭了景色一般，有待改进，可玩性低，景色没有层次感，冬季过于单调，路况不太好，正在修路,0.8410295800506454,正
1893,已不是当初的普达措了，公园关闭了三分之二，只留了三公里左右的一个湖游览。针对一百元的票价来说不推荐,0.29885833175111826,负
1894,公园门口长达几公里的土灰路，简直了，颠到你怀疑人生，劝大家不要去。砂石黄土漫天飞舞！车子很容易坏，还吸一鼻子灰。,0.2094088666524365,负
1895,可能季节不对，也可能是就这水平，不大的公园，基本围着湖建设，非常普通，过去的路也在修，不怎么方便，没有太大必要去,0.5069629994380526,中
1896,没啥看的，80一张门票。而且去的路上修路，灰大而且颠。太差了，来了一次就不想在来了。还不如市区的免费景点，花钱找罪受景色一般，性价比低，可玩性低，,0.2762023969213234,负
1897,大部分景区被永久性关闭，景区实在是太一般，不值得花时间去，景区服务水平很差，非常不满意。不值得推荐！,0.9745644939595794,正
1898,景是美的，但是好看的地方路都拦着不让进，只能在边上看看。如果要保护自然就别卖票赚钱，138的门票只让在边上看看非常坑,0.5709662906745188,中
1899,130元门票，仅一个多小时，沿湖兜一圈。原本四个景点，关了三个，还开放给游客，不是在忽悠人吗？趁早关了吧，别让跋山涉水远道而来的游客失落！什么时候整治好了，再向游人开放。,0.16931656294927935,负
1900,非常坑，三个点只开一个，没有任何意思,0.1616882735929502,负
1901,风景很一般很一般很一般，就是个水库，没什么好玩的。我去了这么多湖，这个地方最失望。目前只开放属都湖一个景区,0.882175578754085,正
1902,不太值得。三个景点只开放一个人，依然收全价门票和车票，感觉不合理,0.8017642567431612,正
1906,除了一个破湖啥也没有，挂着5a骗钱的,0.0732604775093053,负
1907,非常差，景区管理差，原来可以看三个景区，现在只能看一个景区，无服务，无景观可玩性低，景色一般，性价比低，有待改进，,0.05132411207468668,负
1908,冬天去一点意义都没有，湖面结冰，草木枯萎，没啥好游玩和景点拍照，建议大家5～8月过去，现在国家公园其它景点全部关闭,0.4609816397862168,中
1909,只开了一个景点，下雨天灰蒙蒙的不好看，湖很小，两三个小时就走完了，收费太高,0.5138245179859585,中
1910,刚进入景区，被眼前的花草吸引，我倒是更喜欢那些野外的景色，而不是被圈定范围的景点。在旁边的路上拍花草，想要下到碎石路上拍，结果还被告知游客不许去，又没有破坏草地，我可没有看见哪写的游客止步，还说他有权罚款什么的，晕。就三个景点，没有什么特别，沿湖走廊，在就是风吹草地见牛羊，只有马&hellip;&hellip;。,0.050744256150011,负
1911,？景色非常一般啊，我勒个去，汗。。。,0.0007880280656775702,负
1912,景色一般，真的别来，这还叫国家公园，别给国家丢脸了。,0.05861824382121721,负
1913,一般般，门票太贵！西双版纳的中科植物园比这大多了，电瓶车费只有40元，这里车费居然120元！,0.07180742586003465,负
1914,太次了 进里面啥都没有 就是做大客车 做了五趟大客车  一趟上车开始等20分钟发车  太破了 这是我玩了20天最不好的一个景点,0.07037635430496521,负
1915,下大雨几十个人在入口等，又冷躲雨地方还没几个，但是你能看到几十辆车在看着你！不带你下，上来倒是很多车，下次下雨来就知道了，一定要带好雨具保暖！,0.9094301807563915,正
1916,十分失望，负分差评。买完票进去只绕属都湖逛了一圈，说是生态恢复不开放景点也不通知游客，包括讲解员司机等工作人员态度都是对你爱理不理的，一脸的不欢迎，这么大的国家公园就这种旅游质量给外界吗。花一样的门票价你只给我看这个？还不如整个国家公园封闭起来好好建设，提升员工培训，再接待游客吧！,0.5538326241602346,中
1917,血坑，容我细细道来。1、一大半时间都在景区巴士上，除了第一个景点可以徒步看风景外，第二个，第三个都是停五分钟拍照就被司机赶着走，毫无观赏时间。至于第四个景点，对不起，全部只有三个景点。2、门票258，去到门口才告知第三个景区栈道封闭，退44块。携程订票时对景区变化没有丝毫提醒，呵呵。3、零分差评，想去慎重。基本上都在大巴上走马观花。,0.6657770949326817,中
1918,太不值了，只开放一个景点，非常失望，失望至极性价比低，,0.04204339399481641,负
1919,垃圾中的战斗机！就一个湖，没有景色，内地随便一个湖都比他好，水不清，没特色，三个景点只开放一个破湖，照片概括了所有景点，唉，浪费时间！,0.5326682602439963,中
1920,中国第一个国家公园.没有工业没有污染.有一种原生态的美仙境一样！值得去,0.531160184349631,中
1921,门票不便宜还要另外购买景区车，真不知道景区车谁发明的，国内景点门票已经不便宜了，还要再想方设法压榨一次，另外，只开放一个湖，藏文化区也不开放，就一个大湖，性价比极差,0.506922552167413,中
1924,冬天什么都没，建议还是秋夏季去好，不推荐。,0.9035581923223555,正
1925,景区除了属都湖能去其他都关闭了，可看性不强。不可思议的是，景区门口明明写明60岁以上老人等人员免票却一定要我们买半票，还强词夺理。后来叫来了&ldquo;领导&rdquo;，&ldquo;领导&rdquo;说是写错了，但还是坚持要我们买票。希望有关部门对这种不良行为加强监管。,0.5524250903998205,中
1926,丽江进去的道路沿线好多采石和加工场，好端端的山体破坏的一塌糊涂，一路灰尘飞扬（严重丑化的照片就不上了），到了景区相当失望，根本配不上五A的名份，小小的一个湖，感觉就是基础设施落后，处处都是陷进和套路。还在路边小吃店吃到了38元一份的青菜豆腐汤。,0.42731114745022447,中
1928,景色一般，三个景点关了两个，只有一个开着。不配5A的名声！,0.5867891381660656,中
1929,怎么说呢，失望比较大，就开了一个湖，其他两个景区都关闭了，湖的水位也不高，就沿湖走了3公里，景色真的一般般，坐游览车到湖的起点，走完在坐车到景区门口，就结束了,0.21589006036942218,负
1930,是我觉得最没有意思的景区，不收费我也不愿意来第二次了。真不知道怎么评出的5A景区，十分不理解。,0.8573392411880459,正
1931,服务人员态度特别差，影响了我对彩云之南这次旅行的心情,0.8617131496287812,正
1933,三个景点，就开了一个蜀都湖，严重不值这个价，还不如免费的那帕海。另外千万不要租羽绒服，根本用不着，热死了，有一个外套就OK,0.24177031499664958,负
1935,现在去普拉措公园只能去一个景点-属都湖，门票加环保车100元，价格较贵，可能是因为今年云南大旱的原因，湖水比较浅，5月底了草才刚长出一点，很浅的绿。坐环保车到属都湖，沿栈道走3.5公里景区游玩就结束了。好在一路上有杜鹃花陪伴，还有喜欢和游人玩耍的小松鼠，才有了一点游玩的兴致。,0.6734524340986309,正
1936,普达措两湖一坝，景色怡人，就是景区大巴车安排不是那么人性化，属都湖栈道3.3公里，碧塔海栈道4.2公里，中途无上下车站，要走就必须全程走完，加之海拔高，来旅游的人都体力那么好吗?也有腿脚不方便的考虑过吗?,0.532292465458815,中
1937,有上当的感觉，景色很美，但是费用太高，乘车乘船的钱太贵了。坐一次船50元，15分钟。栈道的标识很少，应该每一百米标记一下，让游客心里有数。管理也不够完善，乘车的管理很好，但是乘船的时候没有人管，乱糟糟的。在栈道游览的时候，有游客因为小事撕打起来，也没有看到管理人员来处理。希望公园加强管理。,0.6133950694293501,中
1939,冷坑冷坑的&nbsp;&nbsp;这个季节去一定要多穿点,0.984726074831779,正
1940,进出交通：目前在修路，长度约8公里，漫天飞尘满地坑洼，完全不具备通行条件，体验极差！游玩：就一个湖！就一个湖！就一个湖！景区内来回大巴要60一个人。完全不符合5A景区的标准啊！,0.43240400483591657,中
1941,不值得去，修路了非常难走，唯利是图，就知道收钱！,0.9667330154530891,正
1942,去年失望，今年更失望：去年听当地人说十月比十一月更美，本是为了观赏三色的树而去，结果连黄色都少。天晴，反而相片效果不如去年的。天气预报说最高15度，结果～～～热！还是只开放了属都湖。,0.054743341853391234,负
1943,淡季不要来，去公园的路上全程修路，全程泥巴石子路，一路的灰尘，进了公园，就一个湖可以看，其他景点全都关闭，那湖的质量还不如我们当地的湖，体验感很不好，没必要花这个冤枉钱。不来后悔，来了更后悔。淡季不要来！,0.7049080204742838,正
1946,很不值得来，虽然因为两个景点关闭，门票只要80，但是专门过来一趟很浪费时间，携程上排名不知道是不是花钱买来的。,0.9934460685882528,正
1947,性价比极低，就一个景点开放，坐船额外付费,0.8101374732994445,正
1948,景色一般，可玩性低，性价比低，有待改进，,0.21381526481347743,负
1949,整体体验并不好，门票加车费80，只开了一个景点。到了之后可以选50坐船或者走路到下山车站。沿途景色并没有宣传的那么好，还不如沿着214国道路边的景色。到回程车站等车排大队，等了大约半小时才上车。车开的飞快。从入园到出来，玩了1.5小时。景色一般，性价比低，可玩性低，体验不佳，,0.29991425436188823,负
1950,太无聊了 如果全程徒步大概5-6个小时 不徒步其实就是一直坐车 然后看看山看看水 真的很一般 没有什么特色 更没有趣味性&nbsp;可玩性低，体验不佳，性价比低，,0.15888999863549788,负
1951,普达措景区能成国家5A级景区实在是名不符实，甚至不如无A级景区，不知怎么能那么忽悠游人，坐船还另外购票并且不开最便宜的航线，只开最贵的航线忽悠游客高消费，实在是太过份了！！【景色】,0.3160243731092243,负
1952,门票太贵了，现在季节不对，水不清不蓝不好看，就一个公园而已，国内门票价格都贵，管理却很差，体验很差，服务态度也很不好，出来花钱玩像欠谁债一样,0.8073483629730566,正
1954,不值得玩，大写一个坑字，景区只开放一个景点而且那个景点的三个徒步有两个的路是特别差的泥路只有3.3公里的是木板路，而且风景一般，然而如果选择坐车就完全看不到东西，我们开始的2.2公里选择徒步导游介绍的是用石子铺的石子路，谁知道我们走时是乱石和泥混合再一起的泥路一脚下去鞋子可以陷进去的而且没有什么可看的，而且中途又下起雨，所以第二段的3.3公里我们打算不徒步了打算坐车到3.3公里徒步的最后500米那段看看，中途风景还好，不算很好看但是没有2.2的那段那么坑，重点来了最后一段3.5的，导游说你们有三种选择，第一种在3.3公里的尽头的车站乘坐大巴回去景区入口，第二种可以凭门票免费坐船到对岸的四号码头然后徒步3.5公里出去，重点强调3.5公里的路和2.2公里的路是一样的烂泥路，最后一种是免费坐船到四号码头之后付钱买出去的船票出去一个人好像是50元，如果选择徒步3.5公里的坚持不下去可以在沿途的码头买票乘船离开，也就是我们要不直接坐车不看最后那里回景区出口，要不就是选择大概是一个半小时的徒步走泥路走出去要不就花钱买票出去，说的那么好听不强迫自愿买票，说白了最后一个观湖的路你只有两种选择要不花钱要不冒雨走3.5公里的烂泥路，这不是变相强迫消费买船票吗？为什么就不把烂泥路修一下，让它破破烂烂的不好走，又为什么没有了车可以通往那里，像3.3公里的那一段到最后的500米让游客去看景点。只能说是变相强迫买票了，你要不别看要不走3.5公里的烂路，要不选择掏钱坐船，呵。,0.43570239595309385,中
1955,景区旅游车只在景点可上下，不方便，景点里面只能在栈道行走，国家公园就像徒步走的场地，有三个景点属都湖、弥里塘、碧塔海。可笑的是有三个景点，其中的弥里塘牧场草原只是让在观景台停留十分钟，就让你看一眼罢了，失望！然后就是弥里塘一个就餐的地方，不知道有没有更好的风景看，二百多的门票其中一个景点是这样！呵呵！总之对我们来说这真不是国家公园！不如去纳帕海（依拉草原），可以真正的亲近湖泊、牧场！,0.7698023295978113,正
1958,总体感觉一般，没什么特色，就是环湖，再环湖。下雨天，就更不好了，我是六月末去的，见议五月中旬去。,0.4917377707468951,中
1959,现在的季节，不是观景时候啊.......丑，不是一般的丑......却是真实,0.0131429794997969,负
1960,这个景区我感觉就是在骗钱，就是一个高山湖，啥特色没有，水质也一般，130钱的门票最多值个零头，,0.23605203084358473,负
1961,个人觉得很不值，没任何亮点，就是一个湖而已，4A级的景区服务很不好，从景区坐大巴车回来，景区的工作人员都不告知出口在哪，不值得推荐,0.9616424308346943,正
1962,100元，就看了一个景点，对游客来说真心不划算，哎。。后面景点全部封闭，还不如封园得了。。等全部开放再开园！,0.09473013259154482,负
1963,在季节不对的时候，去的寸草不生，千万别5月前去,0.9642176734170977,正
1964,非常的一般，就围着属都湖的栈道转了一圈，然后就回出口了。比前一天去的巴拉格宗差多了。,0.33437340739299803,中
1965,景色差，真的差，去过最烂的国家公园，真的比不上北美的国家公园，毫无特色，性价比也低,0.14237455574926408,负
1966,一点意思也没有，应该改名来得错，一点也不值100块，就一个水库，强烈要求退票！！！,0.20606581831111315,负
1967,现在的普达措国家公园只开放了1/3景点，属都湖只不过是高原上一个普普通通的小湖泊面积不大。进入公园就是围着湖泊绕一圈，看不到什么景观，冷冷清清，130元根本不值。,0.3537012199512224,中
1968,2月份千万不要去！！这个季节公园就不该开放！全是光秃秃的山，动物也没有几只，太坑！,0.08316534438899496,负
1969,不值得一去，性价比极低。门票245还要船票，景色一般。不值得，都说藏族淳朴，一点都没有看出来，对游客态度非常差。非常失望！,0.290088669814646,负
1970,没看到什么特别的，安排的饭菜都是半生的，导游态度差半威胁半教训的语气，带到购物店就不走了，我报的纯玩团！导游叫什么嘉央的,0.8147386369268808,正
1971,不值得去，名片太贵，这段时间开通的景点就一个，天气不好，到处灰蒙蒙的，景色也一般，适合平时没怎么出个门的人看看，稍微好点的湿地公园都比这强。,0.7391325300041549,正
1972,很一般，景色单一，市区到景区交通不便。,0.7507735261796702,正
1973,4月份什么都没有，普通的山，普通的湖，普通的景，250+的票，非常坑。一个国家级公园，服务配套差到令人发指。公园配套的餐饮，脏乱差，吃了胃痛不止，拉肚子3天。,0.4281368036745742,中
1974,真的，只能单方向游玩，错过了就不能回去游玩，只开了一个湖，只有三条路线，白白花了我两百块钱，算了别去了，不会有下次了,0.01046135749404233,负
1975,太愧对门票了和车费了，此行最差的景点,0.8448272516484437,正
1976,里面什么都没有，坐船几分钟还要另外花50元，只能看到牦牛和马，属都湖也没什么好看的，景点还有2点就关闭的，感觉100元花的太不值当了,0.16770821755268064,负
1977,一般般，比较无聊。可看的不多。,0.8140680213571678,正
1978,性价比太低了，只开放了属都湖景区。就是一个水库，景区买门票也是130。,0.42506829985211547,中
1979,不值得去，一路上看到三只松鼠，景色也没什么特点,0.9300430623648506,正
1980,开了很远去参观 可能是季节不好 没有想象中那么惊艳,0.009508575164601572,负
1981,去了会后悔的地方，除了坐车上去，就是环湖走1小时，没什么特别的景,0.8818021109842341,正
1982,订票时也没说清楚景区现在没有开放全部，只有一个蜀都湖，跑了这么远，还不能游览全部普达措的风光，真的是无语,0.05051424141000478,负
1983,个人觉得性价比太低了，而且没有什么亮点。还不如西藏路边的风景。,0.10423902969621968,负
1984,作为5A旅游景点，还是国家公园，卫生与厕所真的是不忍直视，厕所连3A都不如，邋遢到无法形容，异味又臭，压根不值这个票价。,0.14378953412373274,负
1985,景点太少，没内容。和九寨沟基本天壤之别。,0.8597486500859548,正
1986,我去的季节做攻略时候查了一个月 都说我去的四月份景色不咋地 还真是不咋地 除了牛屎就是羊屎 然后看见了几只松鼠 非常后悔四月份去,0.3697976957452128,中
1987,这个景点太垃圾了，里面的环境跟农村的差不多，居然收一百三十块的门票，是云南性价比最低的景点，去的四个小伙伴都觉得太坑了，希望大家不要上当。,0.11087109482296853,负
1988,景点少了，有的景点整顿中关了，门票贵,0.573421423086529,中
1989,完全没去的必要，很坑，核心景点关闭了，倒给钱都不建议去。,0.09796154495645953,负
1990,碧塔海被关闭，130的门票就进去属都湖走了一个小时就出来了，冬天一片枯黄，景色几乎没有，不值。,0.04829025311703699,负
1991,封闭了两个景点，只能有一个，感觉一般&hellip; 不值130的门票,0.8641498741962071,正
1992,名气子实景反差太大，门票价格高，性价性低。景色太一般。,0.2071726903783246,负
1993,就开放蜀都湖一个景点，门票还死贵,0.07033874263747256,负
1994,因为身体原因，不退票，太过分，再者就是关闭景点未通知,0.070324135914316,负
1995,实在没意思，不喜欢很普通的景点，不值得大老远跑过去,0.9976162105161248,正
1996,只开了一个栈道。2、3栈道都关了 100块走了1个小时就没路了，工作人员就叫坐大巴回去了   。既然关闭了网上就应该写清楚  早知道谁会来！,0.5275783008670951,中
1997,这个季节来真的特别失望，坐大巴步行3.3公里，再坐大巴下来，没了&hellip;&hellip;,0.1848009830025025,负
1998,失望，景色不太好，就坐车一直开，以为全程走路呢,0.008913245518642884,负
1999,等车等到地老天荒，体验不佳，一个五a景区这种配套服务是怎么评的星？ &nbsp; 估计你来玩肯定会有这种等到吐血的体验,0.9782187629642937,正
2000,可能来得不是时候，啥都没有，广告吹起来的吧。,0.0014103155253492611,负
2001,携程下面定位太坑 自驾一定要看好路线慎重再慎重 白白走了一百多公里山路 走了冤枉路线 浪费两个多小时 郁闷 下图就是很坑的地址图！！！,0.928389207936101,正
2002,不好玩，比想象的差远了，再也不会来第二次的,0.9663286894585422,正
2003,不值得，性价比太低了，比九寨沟要差很多档次,0.870871424088696,正
2004,体验不佳，景色一般，性价比低，可玩性低，,0.5435228309390363,中
2005,门票贵的出奇！太很了。希望有所改善。,0.9253693617348573,正
2007,谁来谁后悔，就开了一个景点！！！！,0.5056628665660127,中
2008,不值得去，没意思，就一个湖，坑死了,0.26356846794455235,负
2009,就是买票进去坐公交车看风景，门票贵,0.5038788802166131,中
2010,冬天去确实没啥看的，车票贵过门票,0.7762309765507246,正
2011,这个景区的管理简直是在扯淡,0.6058669915656459,中
2012,没什么看的，风景一般吧,0.46278949211732434,中
2013,不值得门票,0.9999476835549217,正
2014,西藏納木措咸水湖，係海扙最高的湖，人間仙境,0.5757234523979452,中
2015,虽然说希望是一措再措，但是纳木错还是很具有代表性的，值得一去，整个景区超级大，但是景区的观光车规划有点乱，搞不懂，而且车票也是比较贵的，在湖边走走，看看海鸥，超级舒服的，可以待一天，很值得去看看,0.7874986081282341,正
2016,纳木错是一个超厉害的景区，首先她的海拔就让一部分人却步，再次她的景色让人美哭。在纯净的蓝天下，青唐古拉雪山守护的一汪纯碧色的湖水，微波粼粼，白色的水鸟如精灵般陪伴着迷人的纳木错。真心推荐！,0.7633503627359416,正
2017,携程的品质一流，服务到位 纳木错风景优美 体验感十足,0.8939747297661105,正
