tag,content
反腐,中新网月日电据最高人民检察院日消息山东省政协原党组成员副主席孙述涛涉嫌受贿一案由国家监察委员会调查终结移送检察机关审查起诉日前最高人民检察院依法以涉嫌受贿罪对孙述涛作出逮捕决定该案正在进一步办理中画中画广告画中画广告编辑姓名编辑刘湃编辑姓名
反腐,中央纪委国家监委网站讯据中央纪委国家监委驻海关总署纪检监察组辽宁省纪委监委消息青岛海关原党委书记关长贺水山涉嫌严重违纪违法目前正接受中央纪委国家监委驻海关总署纪检监察组纪律审查和辽宁省鞍山市监察委员会监察调查中央纪委国家监委驻海关总署纪检监察组辽宁省纪委监委画中画广告画中画广告编辑姓名编辑张燕玲编辑姓名
反腐,中央纪委国家监委网站讯据山西省纪委监委消息日前经山西省委批准山西省纪委监委对阳泉市委原常委组织部部长金所军严重违纪违法问题进行了立案审查调查经查金所军丧失理想信念背弃初心使命对抗组织审查违反中央八项规定精神违规收受礼品礼金违反组织原则不按规定报告个人有关事项违规为他人在职务调整晋升等方面谋取利益不正确履行职责违规推进项目利用职务便利为他人在工程承揽工程款结算等方面谋利并非法收受巨额财物金所军严重违反党的政治纪律组织纪律廉洁纪律工作纪律构成严重职务违法并涉嫌受贿犯罪且在党的十八大后不收敛不收手性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经山西省纪委常委会会议研究并报山西省委批准决定给予金所军开除党籍处分由山西省监委给予其开除公职处分终止其山西省第十二次党代会代表阳泉市第十三次党代会代表资格收缴其违纪违法所得将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送金所军简历画中画广告画中画广告金所军男汉族年月生山西原平人研究生学历年月加入中国共产党年月参加工作曾任长治市屯留县委常委组织部部长长治市郊区区委副书记区长区委书记长治市沁源县委书记年月任阳泉市委常委组织部部长年月被免职山西省纪委监委编辑姓名编辑张燕玲编辑姓名
反腐,中央纪委国家监委网站讯据辽宁省纪委监委消息辽宁省营口市人大常委会主任王百胜涉嫌严重违纪违法目前正接受辽宁省纪委监委纪律审查和监察调查王百胜简历王百胜男汉族年月生年月加入中国共产党年月参加工作在职大学学历曾任营口市档案局局长信息产业局局长物价局局长外贸局局长发改委主任营口经济技术开发区党工委副书记鲅鱼圈区区长营口经济技术开发区党工委书记画中画广告画中画广告年月任营口市鲅鱼圈区委书记营口经济技术开发区党工委书记年月任营口市委常委秘书长年月换届未提名年月任营口市人大常委会主任辽宁省纪委监委编辑姓名编辑张燕玲编辑姓名
反腐,中新网广州月日电记者程景伟据广东省纪委监委南粤清风网日通报广东省肇庆市委原常委政法委原书记王哲涉嫌严重违纪违法目前正接受广东省纪委监委纪律审查和监察调查王哲男汉族年月出生广东兴宁人在职研究生学历年月参加工作年月加入中国共产党历任肇庆高新区党工委副书记管委会主任肇庆市委常委肇庆高新区党工委书记管委会主任肇庆市委常委政法委书记肇庆市人大常委会党组成员完画中画广告画中画广告编辑姓名编辑钱姣姣编辑姓名
反腐,中央纪委国家监委网站讯国家烟草专卖局原党组书记局长凌成兴涉嫌严重违纪违法目前正接受中央纪委国家监委纪律审查和监察调查画中画广告画中画广告编辑姓名编辑钱姣姣编辑姓名
反腐,根据党中央关于巡视工作统一部署截至月日二十届中央第二轮巡视完成进驻工作个巡视组将对家中管企业和家职能部门开展常规巡视对国家铁路局党组中国国家铁路集团有限公司党组开展巡视回头看画中画广告画中画广告被巡视单位分别召开巡视进驻动员会各中央巡视组组长作动员讲话对深入学习贯彻习近平总书记关于巡视工作重要讲话精神扎实开展巡视工作提出要求各中央巡视组组长指出巡视是推进党的自我革命全面从严治党的战略性制度安排是发现和推动解决问题的有效方式中央巡视组将坚持以习近平新时代中国特色社会主义思想为指导全面贯彻中央巡视工作方针坚守政治巡视职能定位旗帜鲜明把两个维护作为根本任务紧盯权力和责任紧盯一把手和领导班子紧盯群众反映强烈的突出问题紧盯巡视整改和成果运用从政治上发现问题查找偏差把严的基调严的措施严的氛围传导下去一贯到底以有力有效政治巡视促进高质量发展各中央巡视组组长要求要准确把握政治巡视监督重点聚焦被巡视党组织职能责任深入了解贯彻落实党的路线方针政策和党中央重大决策部署情况重点查找坚持和加强党的全面领导履行主责主业统筹发展和安全防范化解重大风险落实深化改革要求推进治理体系和治理能力现代化等方面存在的问题深入了解落实全面从严治党战略部署情况重点查找一把手履行第一责任人责任班子成员履行一岗双责纪检监察机构履行监督责任以及作风建设和廉洁自律等方面存在的问题深入了解落实新时代党的组织路线情况重点查找加强领导班子自身建设干部人才队伍建设和基层党组织建设等方面存在的问题深入了解巡视整改落实和成果运用情况重点查找履行整改主体责任监督责任以及重点问题整改等方面存在的问题释放从严整改的鲜明信号被巡视党组织主要负责人表示将深入学习贯彻习近平总书记和党中央关于巡视工作重要部署要求以接受巡视监督为契机切实提高政治站位把握职能定位树立和践行正确政绩观把主责主业牢牢扛在肩上以履职尽责的实际行动具体举措工作成效践行两个维护据悉个中央巡视组将在被巡视单位工作个月左右期间设立专门值班电话和邮政信箱主要受理反映被巡视党组织领导班子及其成员下一级党组织主要负责人和重点岗位人员问题的来信来电来访重点是关于违反政治纪律组织纪律廉洁纪律群众纪律工作纪律和生活纪律以及巡视整改等方面问题反映巡视组受理信访时间截止到年月日编辑姓名编辑钱姣姣编辑姓名
反腐,中央纪委国家监委网站讯据云南省纪委监委消息日前经云南省委批准云南省纪委监委对曲靖市纪委原副书记市监委原副主任二级巡视员龙光志严重违纪违法问题进行了立案审查调查经查龙光志背离初心使命毫无党性原则执纪违纪执法破法对党不忠诚不老实搞两面派做两面人对抗组织审查转移隐匿赃款在组织进行谈话函询时不如实向组织说明问题在干部选拔任用工作中封官许愿说情干预收受可能影响公正执行公务的财物干预和插手司法活动执纪执法活动对司法活动执纪执法活动施加影响故意泄露关于纪律审查的尚未公开事项应当保密的内容在参与针对利害关系人的监督执纪工作中不正确履行职责未主动申请回避在案件侦查活动中徇私舞弊不正确履行职责干预和插手经济纠纷生活奢靡贪图享乐追求低级趣味利用职务便利非法收受他人财物为他人谋取利益负有查禁犯罪活动职责向犯罪嫌疑人通风报信提供便利帮助其逃避处罚龙光志身为纪检监察干部严重违反党的政治纪律中央八项规定精神组织纪律廉洁纪律工作纪律生活纪律构成职务违法并涉嫌受贿帮助犯罪分子逃避处罚犯罪且在党的十八大后不收敛不收手性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经云南省纪委常委会会议研究并报云南省委批准决定给予龙光志开除党籍处分由云南省监委给予其开除公职处分收缴其违纪违法所得将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送龙光志简历画中画广告画中画广告龙光志男汉族年月生云南宣威人大学学历年月参加工作年月加入中国共产党历任曲靖市会泽县人民检察院党组书记检察长曲靖市沾益县人民检察院党组书记检察长曲靖市人民检察院党组成员反贪污贿赂局局长副检察长曲靖市纪委副书记市监委副主任二级巡视员编辑姓名编辑刘阳禾编辑姓名
反腐,中央纪委国家监委网站讯据南航集团纪检监察组消息日前经中央纪委国家监委批准南航集团纪检监察组和贵州省黔东南州监委对中国南方航空股份有限公司海南分公司原党委书记赖建明严重违纪违法问题进行纪律审查和监察调查画中画广告画中画广告经查赖建明作为党员领导干部严重违反中央八项规定精神在党的十九大后仍不知止严重违反廉洁纪律利用职务上的便利炒房谋取巨额利益违规收受礼品礼金严重违反工作纪律违规决策担保造成重大损失利用职务上的便利为他人在工程项目发包工程项目进度款拨付和竣工验收决算机供品采购职务提拔等方面提供帮助非法收受他人财物涉嫌受贿罪赖建明严重违反党的纪律构成职务违法并涉嫌职务犯罪性质恶劣情节严重影响极坏应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经南航集团党组研究决定给予赖建明开除党籍处分经南航集团纪检监察组研究决定按规定取消赖建明相关退休待遇收缴其违纪违法所得由贵州省黔东南州监委将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送编辑姓名编辑刘阳禾编辑姓名
反腐,中央纪委国家监委网站讯据海南省纪委监委消息日前经海南省委批准海南省纪委监委对海南省退役军人事务厅原党组成员副厅长王志强严重违纪违法问题进行了立案审查调查经查王志强违反政治纪律对抗组织审查无视中央八项规定精神和廉洁纪律长期违规收受礼品礼金违反组织纪律在组织函询时不如实说明问题违反工作纪律违规干预插手工程项目利用职务便利在经营许可证办理工程项目承揽等方面为他人谋取利益并非法收受巨额财物王志强身为长期在纪检监察系统工作并担任重要职务的党员领导干部丧失党性原则背弃职责使命执纪违纪执法犯法将党和人民赋予的权力异化为谋取私利的工具大搞权钱交易其行为已严重违纪违法并涉嫌受贿犯罪且在党的十八大后不收敛不收手性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经海南省纪委常委会会议研究并报海南省委批准决定给予王志强开除党籍处分按规定取消其享受的待遇收缴其违纪违法所得将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送画中画广告画中画广告编辑姓名编辑刘阳禾编辑姓名
反腐,中央纪委国家监委网站讯据广西壮族自治区纪委监委消息日前经广西壮族自治区党委批准自治区纪委监委对自治区原法制办党组书记主任何开长严重违纪违法问题进行了立案审查调查经查何开长丧失理想信念弃守职责使命执纪违纪执法违法毫无敬畏之心毫无纪法底线对党不忠诚不老实处心积虑规避组织审查在组织函询时不如实说明问题无视中央八项规定精神违规收受礼金既想当官又想发财违规经商办企业家教不严家风不正兄弟上阵共同腐败擅权妄为利用职权影响为老板站台大肆插手干预工程项目大搞权钱交易非法收受巨额财物何开长严重违反党的政治纪律组织纪律廉洁纪律构成严重职务违法并涉嫌受贿犯罪且在党的十八大十九大后不收敛不收手甚至在二十大后仍不知敬畏不知止性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经自治区纪委常委会会议研究并报自治区党委批准决定给予何开长开除党籍处分按规定取消其享受的退休待遇将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物随案移送画中画广告画中画广告编辑姓名编辑刘阳禾编辑姓名
反腐,中央纪委国家监委网站讯据湖北省纪委监委消息湖北省委巡视组原组长樊仁富涉嫌严重违法目前正接受湖北省监察委员会监察调查画中画广告画中画广告编辑姓名编辑刘阳禾编辑姓名
反腐,中新网月日电据中央纪委国家监委网站消息广西壮族自治区人大常委会原党组副书记副主任张秀隆涉嫌严重违纪违法目前正接受中央纪委国家监委纪律审查和监察调查画中画广告画中画广告编辑姓名编辑钱姣姣编辑姓名
反腐,中新社北京月日电记者张素中国最高人民检察院日通报辽宁省沈阳市人大常委会原党组书记主任付忠伟涉嫌受贿一案的最新进展黑龙江检察机关已依法对付忠伟提起公诉检察机关起诉指控称被告人付忠伟利用担任辽宁省审计厅副厅长厅长辽宁省财政厅厅长辽宁省盘锦市委书记辽宁省沈阳市人大常委会主任等职务上的便利以及利用本人职权或者地位形成的便利条件为他人谋取利益非法收受他人财物数额特别巨大依法应当以受贿罪追究其刑事责任年月官方通报付忠伟在任上被查今年月官方通报其被开除党籍和公职此次付忠伟被指敛财始于辽宁省审计厅副厅长一职而在他的党纪政务处分通报中就有干预审计工作将公权力当作攫取私利的工具等表述付忠伟曾任辽宁省盘锦市委书记他也被检察机关起诉指控利用职务便利为他人谋取利益非法收受他人财物近年来一些曾在盘锦工作的官员相继落马其中已分别被双开的盘锦市原市委常委政法委书记吴国丹盘锦市原副市长市公安局原党委书记局长申海青均曾与付忠伟共事完画中画广告画中画广告编辑姓名编辑黄钰涵编辑姓名
反腐,经党中央批准二十届中央第二轮巡视将对科学技术部工业和信息化部国务院国有资产监督管理委员会国家国防科技工业局国家烟草专卖局和中国第一汽车集团有限公司东风汽车集团有限公司等家单位党委党组开展常规巡视对国家铁路局党组中国国家铁路集团有限公司党组开展巡视回头看日前二十届中央第二轮巡视的个巡视组陆续进驻被巡视单位党组织开展巡视工作截至目前中央巡视组已进驻家单位并公布了信访联系方式信访受理范围根据巡视工作条例规定中央巡视组主要受理反映被巡视单位党组织领导班子及其成员下一级党组织主要负责人和重点岗位人员问题的来信来电来访重点是关于违反政治纪律组织纪律廉洁纪律群众纪律工作纪律和生活纪律等方面的举报和反映其他不属于巡视受理范围的信访问题将按规定由被巡视单位和有关部门认真处理央视新闻客户端总台央视记者宋琎画中画广告画中画广告编辑姓名编辑周驰编辑姓名
反腐,中央纪委国家监委网站讯据中央纪委国家监委驻中国证监会纪检监察组浙江省监察委员会消息日前中央纪委国家监委驻中国证监会纪检监察组浙江省台州市监察委员会对上海证券交易所原副总经理刘逖严重违法问题进行了立案调查画中画广告画中画广告经查刘逖身为领导干部以资本市场专家学者自居忽视政治要求和纪律规定严重违反中央八项规定精神多次接受监管服务对象高档宴请收受可能影响公正行使公权力的礼品礼金篡改伪造个人档案资料以假离婚欺骗组织不按规定报告个人有关事项滥用职权利用职务便利侵吞公共财物以影子股东入股多家拟上市公司在企业发行上市等方面为他人谋取不正当利益并非法收受财物数额巨大刘逖严重违反中央八项规定精神组织要求廉洁要求工作要求构成严重职务违法并涉嫌贪污犯罪和受贿犯罪且在党的十九大甚至二十大后仍不收敛不收手在证券发行审核领域反腐败高压态势下心无敬畏不知止性质严重影响恶劣应予严肃处理依据中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经中央纪委国家监委驻中国证监会纪检监察组研究决定给予刘逖开除公职处分收缴其违法所得经浙江省台州市监察委员会研究决定将刘逖涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送中央纪委国家监委驻中国证监会纪检监察组浙江省监察委员会编辑姓名编辑梁异编辑姓名
反腐,中央纪委国家监委网站讯据贵州省纪委监委消息贵州省黔东南州委书记安九熊涉嫌严重违纪违法目前正接受贵州省纪委监委纪律审查和监察调查贵州省纪委监委画中画广告画中画广告编辑姓名编辑梁异编辑姓名
反腐,经党中央批准二十届中央第二轮巡视将对科学技术部工业和信息化部国务院国有资产监督管理委员会国家国防科技工业局国家烟草专卖局和中国第一汽车集团有限公司东风汽车集团有限公司等家单位党委党组开展常规巡视对国家铁路局党组中国国家铁路集团有限公司党组开展巡视回头看日前二十届中央第二轮巡视的个巡视组陆续进驻被巡视单位党组织开展巡视工作截至目前中央巡视组已进驻家单位并公布了信访联系方式信访受理范围根据巡视工作条例规定中央巡视组主要受理反映被巡视单位党组织领导班子及其成员下一级党组织主要负责人和重点岗位人员问题的来信来电来访重点是关于违反政治纪律组织纪律廉洁纪律群众纪律工作纪律和生活纪律等方面的举报和反映其他不属于巡视受理范围的信访问题将按规定由被巡视单位和有关部门认真处理央视新闻客户端总台央视记者宋琎画中画广告画中画广告编辑姓名编辑于晓编辑姓名
反腐,中新网月日电据中央纪委国家监委网站消息陕西省政协原党组书记主席韩勇涉嫌严重违纪违法目前正接受中央纪委国家监委纪律审查和监察调查画中画广告画中画广告编辑姓名编辑房家梁编辑姓名
反腐,辽宁省人民政府原副省长省公安厅原厅长王大伟受贿案一审开庭年月日湖北省襄阳市中级人民法院一审公开开庭审理了辽宁省人民政府原副省长省公安厅原厅长王大伟受贿一案湖北省襄阳市人民检察院指控年至年被告人王大伟利用担任黑龙江省哈尔滨市委常委政法委书记黑龙江省公安厅党委副书记副厅长辽宁省公安厅党委书记厅长辽宁省人民政府党组成员省长助理副省长等职务上的便利以及职权或者地位形成的便利条件为辽宁忠旺集团有限公司辽宁红运投资集团有限公司孟冰等单位和个人在企业经营案件处理以及职务提拔调整等事项上提供帮助直接或者通过他人非法收受上述单位和个人给予的钱款腕表汽车翡翠挂件等财物以及代为支付购房款购物款共计折合人民币亿余元检察机关提请以受贿罪追究王大伟的刑事责任庭审中检察机关出示了相关证据被告人王大伟及其辩护人进行了质证控辩双方在法庭主持下充分发表了辩论意见王大伟进行了最后陈述并当庭表示认罪悔罪庭审最后法庭宣布休庭择期宣判画中画广告画中画广告人大代表政协委员和各界群众余人旁听了庭审人民日报客户端魏哲哲编辑姓名编辑房家梁编辑姓名
反腐,四川省财政厅党组成员副厅长陈伐接受纪律审查和监察调查中央纪委国家监委网站讯据四川省纪委监委消息四川省财政厅党组成员副厅长陈伐涉嫌严重违纪违法目前正接受四川省纪委监委纪律审查和监察调查陈伐简历陈伐男汉族年月生四川遂宁人在职研究生学历年月参加工作年月加入中国共产党画中画广告画中画广告年月至年月在遂宁市计划经济委员会工作年月至年月历任四川锦华股份有限公司副总经理副董事长党委书记总经理年月至年月历任遂宁市经济贸易委员会副主任市经济委员会党委委员副主任党委书记主任市经济和信息化委员会党委书记主任市中小企业局局长市财政局党组书记局长年月至年月任遂宁市政府党组成员副市长年月至今历任四川省委军民融合办副主任四川省财政厅党组成员副厅长四川省纪委监委编辑姓名编辑田博群编辑姓名
反腐,党的二十大报告提出反腐败是最彻底的自我革命这一重大命题深刻揭示了腐败的极端危害性和反腐败的极端重要性阐明了反腐败和自我革命的辩证关系习近平总书记在二十届中央纪委二次全会上强调反腐败斗争形势依然严峻复杂遏制增量清除存量的任务依然艰巨必须深化标本兼治系统治理一体推进不敢腐不能腐不想腐体现了我们党在新的历史条件下对反腐败形势任务工作规律的深刻把握以及对全面从严治党永远在路上党的自我革命永远在路上的清醒认识必须深刻理解反腐败是最彻底的自我革命的历史验证理论辨析现实需要把不敢腐不能腐不想腐有效贯通起来以永远吹冲锋号的奋斗姿态坚决打赢反腐败斗争攻坚战持久战画中画广告画中画广告历史验证腐败是危害党的生命力和战斗力的最大毒瘤腐败是人类社会共有现象腐败在古今中外都有发生纵观我国历史每个王朝衰亡的具体原因各有不同但究其根本无不与腐败有着千丝万缕的联系权力腐败生活腐化以及在此基础上形成的社会风气败坏与价值观的扭曲导致王朝由盛转衰而封建王朝家天下的统治格局难以开展系统性彻底性的反腐败治理依靠自身力量无法跳出治乱兴衰的历史周期率腐败致使王朝衰落严重的腐败加速王朝衰亡腐败不仅是历史性问题也是世界性问题恩格斯在法兰西内战中谈及美欧等西方社会长期存在的黑金政治政商旋转门等制度性腐败时指出正是在美国同在任何其他国家中相比政治家们都构成国民中一个更为特殊的更加富有权势的部分这些人把政治变成一种生意拿联邦国会和各州议会的议席来投机牟利美国人在最近年来千方百计地想要摆脱这种已难忍受的桎梏可是却在这个腐败的泥沼中越陷越深苏联解体东欧剧变的教训说明执政党腐化堕落严重脱离群众必将导致丧失民心亡党亡国历史反复证明无论是封建社会资本主义社会还是社会主义社会无论是发达国家还是发展中国家无论是实行市场经济体制还是实行计划经济体制腐败现象不因政治经济制度差异或者社会形态的不同而有差别腐败的杀伤力和破坏力对任何国家政权社会并无二致不同国家或地区间的差别至多是腐败的形式和程度不同而已腐败严重侵蚀执政根基一个政党一个政权其前途和命运最终取决于人心向背法国哲学家孟德斯鸠在论法的精神一书中提出不受制约的权力必然产生腐败的观点列宁在谈及腐败的危害时指出只要有贪污受贿这种现象只要有贪污受贿的可能就谈不上政治因为一切措施都会落空不会产生任何结果早在年瑞金响起惩治腐败的第一枪谢步升被判处死刑毛泽东同志就此专门指出腐败分子不清除苏维埃旗帜就打不下去共产党就会失去威望和民心与贪污腐化作斗争是我们共产党人的天职谁也阻挡不了党的二十大报告用腐败是危害党的生命力和战斗力的最大毒瘤警醒全党腐败对党的肌体的严重侵蚀和危害腐败的危害是全方位系统性深层次的腐败问题严重违背社会主义民主政治原则严重破坏公平竞争的市场秩序严重背离社会主义核心价值观严重损害社会公平正义损害党和政府的威信和形象助长不良社会风气如果不坚决防范和惩治腐败任凭腐败现象滋生蔓延最终将导致政治动荡经济衰退文化颓废社会混乱执政党就会丧失人民的信任和支持就会丧失执政根基腐败形式多样花样不断翻新习近平总书记在十九届中央纪委五次全会上对反腐败斗争态势作出重要判断传统腐败和新型腐败交织贪腐行为更加隐蔽复杂腐败的表现形式和手段会随着时代变迁而翻新升级不断呈现出新变化新特点新动向并随着经济社会发展不断演化出各类奢靡之风当前腐败的表现形式由收受现金房产高档礼品等传统财物逐渐演化为收受电子红包电子购物卡等股票期权等有价证券以及高端定制商品纪念卡币等稀缺物品腐败渠道由当面交易演变为线上交易快递寄送等互联网平台已成为输送利益的最新渠道一些腐败行为由高度私密状态逐渐发展到在借贷投资等领域进行高利借贷股权交易等公开化市场化长线化专业化操作新型腐败的参与主体演变成与领导干部本人无直接利益关联方通过同学老乡或其他代理人利用自己的权力受贿隐藏得更深迷惑性更强新型腐败行为虽然隐形变异翻新升级设置层层防火墙但都难掩其以权谋私利益输送的实质理论辨析反腐败是马克思主义政党保持纯洁性的必然选择马克思主义政党必须坚决同一切影响党的先进性弱化党的纯洁性问题作斗争马克思主义政党要保持先进性和纯洁性就必须同一切弱化先进性损害纯洁性的问题作斗争就要去腐生肌祛病疗伤激浊扬清马克思指出无产阶级革命与其他革命不同之处就在于它自己批评自己并靠批评自己壮大起来列宁强调一个政党对自己的错误所抱的态度是衡量这个党是否郑重是否真正履行它对本阶级和劳动群众所负义务的一个最重要最可靠的尺度公开承认错误揭露犯错误的原因分析产生错误的环境仔细讨论改正错误的方法这才是一个郑重的党的标志中国共产党是用马克思主义武装起来的革命政党始终致力于中华民族伟大复兴党的最高理想和最终目标是实现共产主义而实现这样的崇高使命和理想意味着需要不断改造客观世界和主观世界意味着需要不断变革生产力和生产关系经济基础和上层建筑意味着需要不断开辟人类社会新的历史新的纪元必须进行最坚决最彻底的革命我们党的性质宗旨决定了必须永葆最彻底的自我革命精神反对任何形式的消极腐败党的全面领导为反腐败斗争提供了根本保证新时代反腐败斗争克敌制胜的关键在于党的全面领导在党中央坚强领导下我们党成功走出一条依靠中国共产党领导反对腐败依靠中国特色社会主义法治严惩腐败依靠中国特色社会主义制度优势防治腐败的反腐败之路党的十八大以来我们党开展了史无前例的反腐败斗争实现党全面领导反腐败力量的战略性重塑坚决有力遏制腐败蔓延势头防治腐败的制度效能全面提升拒腐防变的思想堤坝不断加固党和国家监督体系更加完善反腐败斗争取得压倒性胜利并全面巩固赢得了保持同人民群众的血肉联系人民衷心拥护的历史主动赢得了全党高度团结统一走在时代前列带领人民实现中华民族伟大复兴的历史主动反腐败是推进国家治理体系和治理能力现代化的必然要求党在执政过程中四大考验严峻复杂四种危险尖锐深刻不正之风和腐败问题相互交织某些党员会犯错误某些党组织会犯错误如果不警惕和采取强有力的措施都会不同程度地影响乃至破坏国家治理体系和治理能力现代化建设正视和解决在发展中面临的种种问题及时纠正和预防各种各样的错误其中很重要的一条就是勇于自我革命全面从严治党全面从严治党的对象是手握公权力的国家公职人员防止这些人公权私用以权谋私只有进一步健全党统一领导全面覆盖权威高效的监督体系整合各类监督力量增强监督严肃性协同性有效性形成决策科学执行坚决监督有力的权力运行机制才能确保党和人民赋予的权力始终用来为人民谋幸福现实需要坚决打赢反腐败斗争攻坚战持久战以零容忍态度惩治腐败迈上新征程必须牢牢把握党的二十大报告和二十届中央纪委二次全会关于坚决打赢反腐败斗争攻坚战持久战的部署要求立足自身职责使命发扬彻底的自我革命精神把严的基调严的措施严的氛围长期坚持下去始终保持零容忍震慑不变高压惩治力量常在永远吹冲锋号做到态度不变决心不减尺度不松有腐必反有贪必肃发现一起查处一起保持零容忍的警醒零容忍的力度找准腐败的突出表现重点领域易发环节加强对腐败手段隐形变异翻新升级等新特征的分析研究坚决割除毒瘤清除毒源肃清流毒做到有什么问题就解决什么问题什么问题突出就集中整治什么问题不断清除一切损害党的先进性和纯洁性的因素不断清除一切侵蚀党的健康肌体的病毒推动完善党和国家监督体系监督是治理的内在要素重要环节也是权力正确运行的根本保证在管党治党治国理政中处于基础性保障性地位坚持党的集中统一领导把监督贯穿于国有企业公司治理全过程把完善权力运行和监督制约作为加强治理的基础性建设以党内监督为主导推动各类监督有机贯通相互协调推进监督体系融会贯通分层分级分条线推动落实及时建立协调推进机制确保各类监督主体职责归位作用有效发挥做到廉洁高效运转更加有力遏制增量更加有效清除存量当前反腐败斗争形势依然严峻复杂遏制增量清除存量的任务依然艰巨这提醒我们腐败和反腐败较量还在激烈进行并呈现出一些新的阶段性特征只要存在腐败问题产生的土壤和条件腐败现象就不会根除我们的反腐败斗争也就不可能停歇要以六个必须坚持为遵循坚决惩治不收敛不收手胆大妄为者坚决查处政治问题和经济问题交织的腐败坚决防止领导干部成为利益集团和权势团体的代言人代理人坚决防止政商勾连资本向政治领域渗透等破坏政治生态和经济发展环境深化整治权力集中资金密集资源富集领域的腐败进一步铲除国有企业腐败滋生土壤坚持受贿行贿一起查进一步健全完善对行贿人的联合惩戒机制讲究政策策略落实三个区分开来用好四种形态充分运用问题线索处置等方式努力把增量遏制住把存量清除掉坚持不敢腐不能腐不想腐一体推进一体推进不敢腐不能腐不想腐是党自我革命必须长期抓好的重大政治任务是反腐败斗争的基本方针也是新时代全面从严治党的重要方略要坚定不移走中国特色反腐败之路完善党领导反腐败斗争的责任体系把党的领导落实到执纪执法反腐惩恶各个方面覆盖监督执纪执法全过程各环节使党始终牢牢掌握反腐败斗争主动权健全防止腐败滋生蔓延的体制机制完善管权治吏的体制机制抓住政策制定决策程序等关键权力严格职责权限规范工作程序强化对权力的制约和监督弘扬党的光荣传统和优良作风开展有针对性的党性教育警示教育用廉洁文化滋养身心把遵规守纪内化为党员干部的思想自觉和政治自觉把全周期管理理念和方式贯穿反腐败斗争全过程强化从源头到末梢的全流程全要素全方位管控推动各项措施在政策取向上相互配合在实施过程中相互促进在工作成效上相得益彰使严厉惩治规范权力教育引导紧密结合协调联动不断取得更多制度性成果和更大治理效能中国纪检监察报作者童腾飞系中国移动通信集团有限公司纪检监察组组长党组成员编辑姓名编辑田博群编辑姓名
反腐,经党中央批准二十届中央第二轮巡视将对科学技术部工业和信息化部国务院国有资产监督管理委员会国家国防科技工业局国家烟草专卖局和中国第一汽车集团有限公司东风汽车集团有限公司等家单位党委党组开展常规巡视对国家铁路局党组中国国家铁路集团有限公司党组开展巡视回头看日前二十届中央第二轮巡视的个巡视组陆续进驻被巡视单位党组织开展巡视工作截至目前中央巡视组已进驻家单位并公布了信访联系方式信访受理范围根据巡视工作条例规定中央巡视组主要受理反映被巡视单位党组织领导班子及其成员下一级党组织主要负责人和重点岗位人员问题的来信来电来访重点是关于违反政治纪律组织纪律廉洁纪律群众纪律工作纪律和生活纪律等方面的举报和反映其他不属于巡视受理范围的信访问题将按规定由被巡视单位和有关部门认真处理央视新闻客户端总台央视记者宋琎画中画广告画中画广告编辑姓名编辑梁异编辑姓名
